,0
851,"I just love this film it totally rocks! Nicolas Cage looks hot and Tommy does not! I definitely feel that Fred and Randy should have had a little more time together on screen cause they're totally cool. My favorite part is when he says ""Peter Piper Picked A Pepper I guess I Did!"""
852,"In the first transformation scene, what is the music? I've heard it was ""The Greeks Don't Get No Freeks"". Is that right? I really liked that sound. I also liked the ""Hyde's Got Nothing to Hide"" in the final scenes. Truly a doper movie, but with many laughs and puns, sight gags, and slapstick. Madam Woo-Woo's place was reminiscent of some places I have visited myself. Ivy Venus has appeared in some other stuff that is truly amazing. She looks much different in the movie we're talking about, but her maturity didn't hurt her a bit. Mark Blankfield reminds one of Gene Wilder in some ways. Bess Armstrong was beautiful and maintained her beauty for a long time."
853,"I've seen this movie quite a few times and each time I watch it, the quirkier and funnier it becomes. Perhaps its the lack of research that went into Nicolas Cage's character's 'punk' persona or just the cheesiness factor because it was such a typical eighties film...nonetheless it's a cute love story with extremely funny, unique characters. I think it's right up there with ""Fast Times"" and ""Weird Science"" (quintessential eighties flicks!)"
854,"I'm not tired to say this is one of the best political thrillers ever made. The story takes place in a fictional state, but obviously it deals with the murder of Kennedy. A truthful and honest district attorney (played by Yves Montand) does not believe that the murder was planned and executed by the single man Daslow (=Oswald) and though all other officials want to close the case he continuous to investigate with his team.<br /><br />The screenplay is written tight and fast and holds the tension till the end. Just the part dealing with the Milgram experiment about authorities is (though not uninteresting) a bit out of place. The ending sequence - explaining who Icarus really is - partly shot in slow motion and intensified by a Morricone soundtrack is the most powerful sequence I have ever seen in a movie."
855,"Elvira Mistress Of The Dark (1988): Cassandra Peterson, Daniel Greene, William Morgan Sheppard, Susan Kellerman, Edie McClug, Jeff Conaway, Phil Rubenstein, Larry Flash Jenkins, Tress MacNeille, Damita Jo Freeman, Mario Celario, William Dance, Lee McLaughlin, Charles Woolf, Sharon Hays, Bill Cable, Joseph Arias, Scott Morris, Ira Heiden, Frank Collison, Lynne Marie Stewart, Marie Sullivan, Jack Fletcher, Robert Benedetti, Kate Brown, Hugh Gillin, Eve Smith, Raleigh Bond, Tony Burrier, Alan Dewames, Timm Hill, Read Scot, James Hogan, Derek Givens...Director James Signorelli...Screenplay Sam Egan, John Paragon.<br /><br />Elvira, Mistress of the Dark was an 80's TV icon who had her own late night show on cable. She hosted and presented classic American horror films, many of them campy, while providing her own quips and humorous remarks. Actress Cassandra Peterson has to this date ridden on that success. In 1988, her first film was released. Playing herself, she's stuck hosting monster movie shows but longs for her own show in Las Vegas and make big money. Her agent Manny proves a disappointment. It's not long before she inherits a mansion from a deceased relative, a pet dog and a book of recipes. She comes to claim her inheritance in a small Nevada town - she was on her way to Vegas and became lost - and soon stirs things up in the sedate community. Outspoken conservative town council woman Chastity Pariah (Edie McClurg) soon sees her as a threat to the decency and values of the small town. Her voluptuous figure and winning personality soon draws the youth of the town. She falls for Bob Redding (Daniel Greene) the town handyman/carpenter, but before any real relationship can bloom, she finds herself in deep trouble. Vincent Talbot (William Morgan Sheppard) an eerie older man who is also set to inherit part of the fortune of Elvira's relative is in fact an age-old sorcerer who has a personal vendetta against Elvira's aunt and Elvira herself. He is aware that the so-called ""recipe book"" is actually a book of powerful magic, a power he wishes to claim for himself. He schemes to bring down Elvira by having the town burn her at the stake. How will Elvira get out of this one ? The movie was no real success at the box office, drawing a crowd of mostly young audiences familiar with the Elvira show on cable. Truth be told, this is a funny and feel-good movie. The script is chalk full of all kinds of jokes, some bad, some good, lots of sexual innuendo, visual jokes and overall campiness i.e. the hilarious last scene in which Elvira has finally got her own strip show in Vegas. This film is a cult classic of sorts, catering to Elvira fans. You couldn't enjoy this film otherwise. It's also a look back at ""pop"" culture of the 80's. Elvira was as much an icon of the 80's as was Alf, Vicky the Robot, Hulk Hogan, Mr. T and Madonna."
856,"This movie had lots of great actors and actresses in it and it addressed some very noble issues. It's full of emotion and the direction is done well. The storyline progresses very quickly, but I guess that's better than having to watch a 3 hour movie. This is an easy movie to watch again and again and enjoy."
857,"Alexandr ""Sascha"" Luzhin (John Turturro) is a former leading chess player attempting a comeback at an Italy-hosted tournament. His brilliance is unquestioned but his obsession with chess has stunted his growth in all other aspects of his life. Natalia (Emily Watson) is a beautiful heiress who has come to the same resort with her mother, Vera (Geraldine James) to scope out possible marriage partners. Vera leans toward a handsome count but, astonishingly, Natalia is more fascinated by Sascha, whom she met on a walk. Sascha, too, is taken with Natalia and proposes marriage at their second meeting. But, with the concentration that Sascha must give to the chess matches and, with other happenings in his past still causing problems, will he win the heart of Natalia? Oh, and can he become the chess champion, also? This is a lovely film, based on a novel by Nabokov. The acting is amazing, with Watson very fine as the beautiful little rich girl and Turturro utter perfection as the shy, awkward chess enthusiast. James gives quite a nice turn as the overbearing mother and the other cast members are wonderful as well. As for the look of the film, it could not be better. The scenery is of the put-your-eye-out variety, the vintage costumes are gorgeous and the cinematography is deserving of much applause. Yes, the story is unusual and told with the use of flashbacks, at times, making it a film not everyone will appreciate. Then, too, the ending is bittersweet. However, if you love romance, period pieces, great acting, knockout scenery, or the fine art of motion picture creation, don't miss this one. You will be defenseless in resisting its multitude of charms."
858,"This Film was one that I have waited to see for some time. I was glad to find it has been everything anticipated. The writing of this film has been so finely crafted and researched far beyond what is seen by the audience. I found it amusing that so many people watching will not read between some very important lines but indeed if not the movie will make sense in a different way and is very brilliant. The film has many stories and characters woven together around this one Character Kilo , a Man whom has rose from the streets amidst many woes and become a very powerful criminal. After spending some time in Prison Kilo finds a loophole in the justice system and through a disturbing turn of events is released only to find everything is not at all what it seems. Kilo Finds himself going up against the higher realm of society and Political royalty in order to make clear how important a Man's Word is and stands for. A war begins as the street is in arms against Lords of wealth and corrupt Power.<br /><br />A build up to explosive and powerful non stop twists and turns. This film will leave you riveted. I found the cast of this movie to be outstanding and is not a Movie to be ignored. Excellent. Go Rent It Today!!"
859,"In retrospect, the 1970s was a golden era for the American cinema, as demonstrated and explored by this documentary directed by Ted Demme and Richard LaGravenese. This IFC effort serves to illustrate and clarify the main idea of what that time meant for the careers of these illustrious people seen in the documentary.<br /><br />The amazing body of work that remains, is a legacy to all the people involved in the art of making movies in that period. The decade was marked by the end of the Viet Nam war and the turbulent finale of those years of Jimmy Carter's presidency.<br /><br />One thing comes out clear, films today don't measure against the movies that came out during that creative decade because the industry, as a whole, has changed dramatically. The big studios nowadays want to go to tame pictures that will be instant hits without any consideration to content, or integrity, as long as the bottom line shows millions of dollars in revenues.<br /><br />The other thing that emerges after hearing some of America's best creative minds speak, is the importance of the independent film spirit because it is about the only thing that afford its creators great moral and artistic rewards.<br /><br />This documentary is a must see for all movie fans."
860,"It's unbelievable but the fourth is better than the second and the third. After the third that was awful, it's incredible how they could have an unexpected sequel with new ideas. Chuck is the same nasty doll of the previous movies. Interesting the final that lets know that a fifth can be done...."
861,"Franco proves, once again, that he is the prince of surreal & erotic cinema. True, much of his work can be viewed as entertaining sleaze but with Succubus (Necronomicon) he shows what he is truly capable of when he lets his warped creativity run riot and gives us a film that is both hypnotic and enigmatic whilst still maintaining the delirious eroticism intrinsic in his work. Jerry Van Rooyen's splendid score pulsates as the viewer is thrown from one bizarre scenario to another as we follow the trials of a striptease artist (Reynaud) who may be schizophrenic, or may indeed (as one mysterious character states) be a devil, attempt to come to terms with the world she inhabits. A beautiful and enigmatic piece of cinema highly recommended to anybody with even a passing interest in alternative cinema."
862,Saw the move while in Paris in May 2006 ... I was debating between that and mission impossible...I am very glad I choose OSS 117 not only because it was funny but might as well watch a FRench movie while in France. I had a great time... would recommend it. It is important to have some understanding the French society of Today to really enjoy the humor of this movie ... cannot wait for the DVD to come out... I don't know how some of the 'jeu De mots' 'puns' would be translated in English I 'll certainly buy it when it is out! P.S. I saw on 'BRice de Nice' which is a movie starring Dujardin that all kids were talking about in France. this movie is a comedy but sillier than one can imagine...in comparing both movies I have to say that Dujardin did a good job in OSS 117.
863,"I saw this recently on a cable channel. The movie is great; it's one of the few musicals I have seen that doesn't shy away from the light and dark. It portrays some of the splendour of the age along with a lot of the squalor. Some of the set piece dance sequences so much is going on, I didn't know where to look next. One day I shall go and see this on the big screen, just so that I see what's happening. But what really lifts this to another level is Oliver Reed's performance as Bill Sykes. Not only is a thoroughly mean and menacing man but there is something else, some inner demons. He gave me the impression that if you pushed him into a corner, he was capable of anything. It was almost as if the Sykes character was on the edge of madness, just awaiting the trigger. I have seen the Robert Newton's Bill Sykes from the 1948 movie, and I thought he was 'just' a bad egg, but Oliver Reed's performance intimidated me in my own living room."
864,"LCDR Tom Dodge, despite having a reputation among submariners as a renegade and maverick (*note to reader: Maverick does not mean ""Tom Cruise"". Maverick means ""non-conformist"".), is actually an intelligence operative for the Vice Admiral of his submarine fleet. The Vice-Admiral is concerned about our old friends the Russians hosting yard sales with their old diesel fleets. Countries like Lybia, North Korea or Iraq would love to get their hands on this baby and slip a nuclear warhead into Norfolk Harbour or Mayport, Florida. And this was 6-7 years before 9/11.<br /><br />The Admiral assigns Dodge to assume command of a moth-balled WWII diesel sub and mount an exercise against the surface fleet and the USS ORLANDO, a top of the line fast attack sub. Dodge takes command and in no time whips up the bad news bears.. err I mean his lovable group of oddball submariners into warriors. Despite having ""welcome aboard"" tattooed on his penis, he is a competent and fair commander, he does not choose favorites and he delegates authority in a responsible manner. The US NAVY could not have come up with a finer piece of recruitment propaganda than this handsomely made under-appreciated gem from the creator of ""Police Academy""."
865,"The movie with its single set, minimal cast, and straightforward photography (except for a couple of brief special effects) reminds me of one of those old 60 minute playhouse dramas so popular during TV's early years. Nonetheless, the suspense hangs heavy over poor war widow Ida Lupino as she tries to deal with her semi-psychotic handyman Robert Ryan before one of his mood-swings kills her. And who better to play the troubled part than that great actor Ryan. He wasn't very versatile-- watching him essay comedy is almost painful. But no one was better at wounded idealism (On Dangerous Ground) or the psychic pain of this movie. Few actors could express as much with their eyes as this lean and towering figure.<br /><br />Lupino's problem is that she's locked up in her house with a man who is kind and gentle one moment and raging the next. The suspense comes from her various ploys to keep him happy while trying to escape. It's a nail-biter all the way. This is not one of Lupino's many fine ""soulful"" parts that she was so good at. Instead, it's a role many lesser actresses could have handled well enough. My favorite scene is with Ryan and bratty teenager Margaret Whiting. Ryan's already having difficulty with his masculinity and what others are saying about him. Then when Whiting walks in and finds the attractive-looking Ryan scrubbing the floor, she starts getting coy, flirting with her budding sexuality. Sensing trouble, Ryan abruptly fends her off-- finesse is not his strong suit. Insulted, Whiting attacks his masculinity by calling his work ""women's work"". That does it. Up to that point he's been courteous and professional with Lupino, trying to set himself on a normal path. But Whiting has hit his raw nerve. Now there's heck to pay as Whiting bounces out the door, leaving Lupino to pay the price. It's a riveting scene, expertly done.<br /><br />Anyway, this is one of the dozen or so films produced by Lupino and her husband at a time when audiences were moving away from these little black-and-whites in favor of wide-screen spectacles. Too bad. What a hugely talented figure she was both behind the camera and in front. She deserves at least an honorary Oscar from a movie industry to which she contributed so much."
866,"Ordinarily, Anthony Mann made westerns with 'the big guys' - James Stewart, Gary Cooper, Henry Fonda . . . the A list cowboy stars. But in this B+ film, he tackled something notably different and had quite a bit of success with what turned out to be a truly one of a kind western. The main character, played by Victor Mature, is a trapper/ mountain man, and ordinarily they are romanticized in films - Robert Redford in Jeremiah Johnson, that sort of thing, where the hero is not in fact a typical mountain man but a clean cut heroic figure who hangs out with real mountain men. Not here. For once, a true mountain man - vulgar, crude, animalistic - is the central figure, and it's something to see, giving Mature one of his better later roles. The real acting chops are provided by Robert Preston, excellent as a self-absorbed Custer type cavalry commander, and James Whitmore, the poor man's Spencer Tracy, as another of those old timers who feel themselves trapped between ever more hostile Indians on the one side and the oncoming force of civilization on the other. Even more impressive is a very young Anne Bancroft as the officer's wife, who is initially repulsed by the very sight of Mature's grisly character, then finds her own veneer of civilization slipping away as she begins to realize, to her own shock, that she's attracted to him. Rarely if ever has a remote frontier fort been so accurately realized on screen, without the romantic allure that John Ford gave such a place in his masterful Fort Apache. The battle sequences are big scale and notably violent, and particularly impressive if you seen them in widescreen format. Good show, and underrated movie, all around."
867,"I thoroughly enjoyed this film, which in many ways, as Hitchcock did on several occasions, was a first attempt at a plot which he re-shot later in his career. Possibly the most amazing thing about it, however, is how faceless the lead characters are. After watching, one remembers Murray Alper as the jovial truck driver, Vaughan Glaser's touching turn as a blind ""patriot"", the unforgettable traveling Freak Show and of course Otto Kruger as the suave and sophisticated villain, all of whom completely overshadow Bob Cummings as the rather wooden fugitive (compare that bridge jump to Harrison Ford's similar stunt in Andrew Davis' ""The Fugitive"") and Priscilla Lane whose change of heart and subsequent love towards Cummings is never quite believable.<br /><br />The other major support player is, of course, Hitchcock himself who bookends the film with 2 extraordinary stunts. Many people criticise the older films for their lack of realistic special effects. My feelings are that with lack of technology, to even attempt and convey what the director wants to show is an amazing achievement.<br /><br />Obviously this film carries an anti-fascist message, made at the time of the Second World War, but being a Hitchcock it is never the most important thing and the emphasis is always on the action. Well worth checking out, especially for the support roles."
868,"Just two comments....SEVEN years apart? Hardly evidence of the film's relentless pulling-power! As has been mentioned, the low-budget telemovie status of 13 GANTRY ROW is a mitigating factor in its limited appeal. Having said that however the thing is not without merit - either as entertainment or as a fright outing per se.<br /><br />True, the plot at its most basic is a re-working of THE AMITYVILLE HORROR - only without much horror. More a case of intrigue! Gibney might have made a more worthwhile impression if she had played Halifax -investigating a couple of seemingly unconnected murders with the ""house"" as the main suspect. The script is better than average and the production overall of a high standard. It just fails to engage the viewer particularly at key moments.<br /><br />Having picked the DVD up for a mere $3.95 last week at my regular video store, I cannot begrudge the expenditure. $10.95 would be an acceptable price for the film. Just don't expect fireworks!"
869,"This Filmfour funded Sci-Fi movie is most definitely a must see. While it takes huge influence from The Manchurian Candidate and offers nothing new or original plot wise; it's handled with the utmost skill that it comes off as being fresh and inventive, despite it being basically a re-run of an earlier film. It's good to know that films like this are still being made (even if they aren't getting wide releases), and Cypher is refreshing for that reason. The plot twists and turns, which gives it an element of paranoia and also serves in keeping the audience on the edge of their seat while trying to figure out the meaning of Cypher's mystery. The plot follows Morgan Sullivan; a bored suburban man that decides to take a job with Digicorp that involves him listening to speeches from several rival companies and recording them for reasons, to him, unknown. However, his job is interrupted when he meets a mysterious young lady known as Rita...<br /><br />This film features a number of stark white backgrounds that give it a very surreal edge and blend well with it's apocalyptic imaging of the future. This gives the film a very odd look that sets it apart from the majority of other films of the same type, with it's only real close affiliate being Kubrick's A Clockwork Orange. The plot is also very efficient and ditches character development in favour of the more stylish - and more thrilling - plot developing. You never quite know where you are with the plot, which serves in making it all the more intriguing. The acting is largely good with a largely unknown cast backing up the team of stars; Jeremy Northam and Lucy Lui. Northam very much looks the part of the quiet and disheartened man at the centre of the tale, and does well with his role. Lucy Lui is an actress that has a resume that doesn't quite fit her talent, but she has a look about her that just fits this movie.<br /><br />Cypher is far from perfect as some of the sequences are illogical and at times it can be inconsistent; but on the whole, if you want an inventive recent Sci-Fi film; Cypher is the way to go."
870,"Any one who has seen Mel Gibson's The Passion of the Christ and was bothered by the gory violence would want to see this film instead. Though it wasn't a success in th box office or TV ratings, The Fox Movie Channel still finds a real good motive to show this anually. I liked the way that they trained Chris Sarandon and the men who portrayed his disciples to sing in Hebrew.Though Sarandon didn't have long hair like any other Jesus would in other films, his looks are pretty close to what a Jewish man would appear. What surprised me or startled me was the scene where Caiaphas told Jesus about Pilate ""And don't ever forget, that you are a Jew!"" Though that may have not been a racist remark,Colin Blakely was trying to make Chris Sarandon look like garbage in the eyes of the prominent men of those days.Keith Michell's portrayal of Pilate was hulking, comparing with his previous performances in ""The Story of Jacob and Joseph"" and ""The Story of David"". But if you compare his portrayal of Pilate with Telly Savala's or Hurd Hatfield, you can say that he really painted well the impression of a Roman procurator."
871,"When I was young, I was a big fan of the Naked Gun movies but just recently I watched the show Police Sqaud! and I think its great! Leslie Nielson's awesome, Alan North is cool, and who the heck is Rex Hamilton? But anyways, it's one goofy show.<br /><br />One of my favorite parts of this show when they do the freeze frame scene during the end credits. I think my favorite one is when Norberg (not O.J.) walks in during the scene and he tries to fit in with the freeze frame. Classic!<br /><br />The only problem to me is the cigarette gag gets very old (when Drebin shows a cigarette to someone and asks, ""Cigarette?"" and the person replies, ""Yes. I know."") I think they used it too many times by whatever.<br /><br />Good acting, good gags, great show!<br /><br />7/10"
872,"I must say that I really had no idea that I was going to sit down and watch this movie. I guess it was the fact that I had nothing better to do between class. But, for once a TV movie caught my interest. More importantly Helen Hunt caught my eye. I really wasn't a big fan of hers prior to this film. Sure I liked Twister and As Good As It Gets. But, something about this movie really did it for me. I would now see myself as a huge fan. This movie comes with high marks from...me. Give it a chance, it won't let you down."
873,"I must say: out of all modern korean martial arts movies this one is worth checking out. It wasn't as epic as Musa-The Warriors and didn't develop the characters as well, but it had many nice ideas. Simple story: a elite soldier thought dead, returns after years to end the reign of the Japanese in Korea in medieval days. His counterpart was formerly the best friend he had and now he is out to stop him. The fight scenes are all with sword or different weapons and very entertaining to watch. The motives of the figures are discovered first near to the end. You might need to watch it again to get all the connections right. And me personally...I loved the end. I could watch it over and over again. Maybe a little pathetic, but a real freedom fighter story.... People can be killed, but not the ideas they stand for...."
874,"This is a movie that plays to everyone's emotions. We all want a second chance at things. Jim Morris got one, followed his heart and got a chance to live his dream. What a great message and what a great delivery by this movie."
875,"""Zu:The warriors from magic mountain"" was and is an impressive classic! You never would have guessed it was made in 1983. Tsui Hark's use of special effects was very creative and inventive. (He continued doing this in the Chinese Ghost Story trilogy and later productions.) Even now it can measure up to other movies in this genre. ""Legend of Zu"" is connected to ""Zu""warriors from magic mountain""! It is not necessary to have seen this movie to understand the plot of this one. The plot is a bit hard to follow. But to be honest it doesn't matter. It is all about the action and adventure! I always was wondering what Tsui Hark would do if he got his hands on CGI. Now we know,he made this movie. Maybe it sometimes is too much but the overall result is so beautiful that I am not going to be critical about that. There is so much happening on the screen,you simply won't believe! I think it is a big shame that this movie wasn't shown in theaters here in Holland. Because this movie is screaming for screen time in cinemas! This movie easily can beat big budget Hollywood productions like ""Superman Returns"" or Xmen 3. The only thing I do have to mention is the lack of humor! In most of Tsui Harks's movies he combines drama,fantasy,martial arts and humor. Somehow it is missing in this movie. Again I am not going to be picky about these small matters. ""Legend of Zu"" delivers on the action front with the most beautiful special effects you will see. A true classic!"
876,"One of my favorite shows in the 80's. After the first season, it started going downhill when they decided to add Jean Bruce Scott to the cast. Deborah Pratt was wonderful and it was fun watching her and Ernest Borgnine's character go at it with each other. The last episode she appeared in was one of my favorites for in the second season. Unfortunately during those days, blacks did not last long on television shows. Some of the episodes in the second season where okay but the third season it was more about the human characters than Airwolf and it was not shown until almost at the end of the show. When it went to USA, it was disgusting!!!"
877,"this movie is not porn, it was not meant to be porn, and unless my uncle runs for president of the world it should never be considered porn.<br /><br />now that that issue was sorted out, i can say i thoroughly recommend this film, as it's issues are still widely available. it's funny, the acting is great and it raises serious(curious) questions.<br /><br />i can't fully understand why this film was so mistreated, probably this is why i plan to never visit the us. Lena is the true pioneer of the modern riot-grrrl movement, confusion, curiosity and wit are her main attributes, she is occasionally angry, but aren't we all?"
878,"THIS REVIEW MAY CONTAIN SPOILERS! The Decline of Western Civilization......what a great title eh? And of coarse a great movie. This is the best concert film I have ever seen. A close second being the Talking Heads movie ""Stop Making Sense"". I first heard of this movie when Waynes World came out in 1992. I looked at the director's name Penelope Spheeris and thought cool name, what else has he directed? I thought the first name was pronounced like envelope. After some time looking in movie guides I came across the critically acclaimed Decline and realized Penelope was a woman.....my Mom corrected me. I spent 8 years of my life trying to track this down. I finally saw it on VHS in Vancouver, where I currently reside. It was worth the wait. This captures the LA punk movement very well. This is teen angst at it's best folks. My favourite is the band the Germs who need subtitles for the lyrics because Darby Crash sings so crazy, you cannot understand it. I laughed when I saw this. The band Black Flag live in an abandoned church and the band X are a very intelligent bunch. Also laughed at the letter some idiot writes in to Slash Magazine about how we do not need to save the whales, there are countless miles of ocean for us to pour toxins in! I became a huge Penelope Spheeris fan after this, and saw all her punk movies-Dudes was OK, and Suburbia is a cult classic! I own both of these on VHS. She is a true underground film maker and I love her stuff. I would have loved to have seen this movie in 1994 when grunge was so popular. I was a big Nirvana fan then, but alas I saw this in 2002 and by that point I had grown out of grunge and now I listen to Crystal Method/Fatboy Slim. Quite a change of pace, I know, but what can you do? But if you want a true depiction of the punk movement this captures it better than anything. Much better than 1991: The Year Punk Broke. This is a tough movie to track down, but if you get your hands on it, rent it, even if you don't like the music it is an excellent piece of work. Now days it might be easier to find with DVD's being so popular. By the way Penelope produced a little known Albert Brooks movie called ""Real Life"" which I also own. Very funny stuff in todays reality TV craptacular! Rent Decline......Highly recommended! Thanks!"
879,"best movie ever!!!!! this movie broke my ribs just by the force of laughter, but it was well worth it. i don't intend to do a summary of this excellent movie, just go see it if you have the chance. i think you will either love it, or hate it. that's the qualities of a real cult movie."
880,"Fellowe's drama about a couple's marriage which is threatened by a younger third party which interests the wife of the house (Watson). Wilkinson plays the role very well as the troubled husband who cant control his wife's cheating, and deals with the issue. I also like Rupert everett a lot in his role as William Bule, the man that Watson has the affair with. Although i think Emily Watson is a great actress, i had a bit of a problem with the way her character was written, did not make her too likable (i know a cheater is not supposed to be likable, but some of her actions and things she did had no reasoning behind them). The screenplay was perhaps the weak part of this drama, although Fellowes' direction was good and the performances were also quite good. This film is better than Unfaithful, but not a masterpiece by any means. ---IMDB Rating: 6.7, my rating: 8/10"
881,"An angry boy who has tragically lost his parents is looked after by his grandfather. Together they find common ground in the Gaelic folk tales which have been passed down orally from generation to generation of islanders. Although tragic episodes, such as the Highland clearances, feature in the stories, there is a surprising amount of humour and gaiety in them. It's all filmed in Skye, so there is a double dose of beauty. The mountain scenery is breathtaking, and it's a rare chance to hear Scottish Gaelic spoken. I'm English, so I had to read the subtitles, but the sound of spoken Gaelic is nonetheless wonderful. The performances are just what you would expect from carefully chosen non-actors - in other words, you are watching the real thing - people who care deeply about Gaelic folklore and history. The Gaelic community, especially on Skye, worked innumerable minor miracles to make this film. Anyone who has the slightest interest in Gaelic, folk history, folk music, oral culture, Scotland, British history, multi-culturalism or social justice should go and see this film."
882,"My favourite police series of all time turns to a TV-film. Does it work? Yes. Gee runs for mayor and gets shot. The Homicide ""hall of fame"" turns up. Pembleton and nearly all of the cops who ever played in this series. A lot of flashbacks helps you who hasn´t seen the TV-series but it amuses the fans too. The last five minutes solves another murder and at the very end even two of the dead cops turn up. And a short appearance from my favourite coroner Juliana Cox. This is a good film."
883,"Ok, maybe Posse can't compare to other popular cowboy/western movies. But that's because it didn't have the FUNDING those movies had. Obviously, whenever you want to produce a story such as this one, focusing on African American historical involvement (and NO, servants and 'mammies' are not historical involvement), Hollywood isn't going to be too supportive. And believe me they weren't. The producers and actors sacrificed a lot of 'out of pocket' expenses to make ""Posse"", just so that the story could be told. I think that alone is commendable. Posse may not be Oscar material (and they don't like Black media too much either), but it is a start. It is entertaining, and it introduces us to the black cowboy, a character most of us are unfamiliar with."
884,"I truly enjoyed this film. It's rare to find a star who can pull off the physical aspects of any sports/dance themed film convincingly and do a first rate acting job as well. In this film you find two stars who rise to the occasion. Both women deliver warm, touching and at times humorous performances. The film also touched on a number of topics, from racial issues to sexual identity. And yet the approach wasn't heavy handed. The production values were also top notch for a small budget film. I saw this at the Philadelphia Gay & Lesbian film festival and went back to see it a second time. It was a real crowd pleaser. Everyone I spoke to seemed to enjoy this film."
885,"Lucio Fulci made a lot of great films throughout his career and the way that many of them featured a bucket load of gore lead to him earning the title 'The Godfather of Gore'. While Don't Torture a Duckling was made before Fulci became well known amongst gorehounds, and isn't all that gory; it's certainly a gritty and nasty little thriller, and for my money - the best film that Fulci ever made! Don't Torture a Duckling really is head and shoulders above a lot of the Giallo genre in terms of production values and unlike many of Fulci's later films, everything about this Giallo is great. The plot focuses on a small rustic community where dead bodies have began turning up. The murders are even more shocking because the victims are just young boys. Shortly after the police convict an innocent man of the crimes, a reporter named Andrea Martelli arrives in the village and decides to start investigating the murders on his own. Martelli soon encounters various suspects, including a sexy young lady named Patricia, a sinister priest and a local witch who enjoys making wax effigies and sticking pins into them.<br /><br />While this film may not feature loads of gore, it does have two of Fulci's nastiest sequences to make up for it. The nastiest involves a woman being brutally slaughtered by a group of men in a cemetery, while the image of a man falling from a cliff and hitting any number of rocks on the way down is liable to turn some stomachs. Don't Torture a Duckling features an absolutely great Italian cast. Barbara Bouchet (a personal favourite of mine) is incredibly sexy in her role as Patricia, and gets to flex her acting muscles more than she did in many later films. Tomas Millian is excellent as usual while the rest of the cast is well fleshed out by likes of Irene Pappas, Florinda Bolkan and Marc Porel. The cinematography on display is stunning and Fulci really gives the viewer the impression that he puts a lot of care and effort into every scene. The story plays out slowly, and it's always interesting as Fulci never allows the film to stray too much from the central plot line. There isn't a great deal of mystery towards the identity of the murderer; but Fulci almost manages to keep us guessing right up until the end and Don't Torture a Duckling does climax on a high. Overall, it's a shame that Fulci didn't make more films like this. Don't Torture a Duckling is his out and out best work and I insist that every Giallo fans sees it!"
886,"Bruce Almighty is the story of Bruce Nolan, an average man who feels God is messing up his life. God confronts him and show Bruce the error of his ways. Of course, giving someone God's powers could take a turn for the worse. Bruce Almighty is a good comedy, Jim Carrey is good, as always Morgan Freeman is first-rate and seems right at home as God and the cast brings the plot together well. The jokes are almost always on target, although sometimes they resort a bit too much on Carrey's facial expressions. I liked the fact that the movie actually portrayed God, not only that but also as a black man. I thought this quite well, especially with the brilliant Freeman. There are some hilarious scenes, the opening cookie scene for instance, others miss the target slightly but still a good film. 6/7 out of 10"
887,"I just watched this film this morning and I found it to be a great showing of the richness of faith. Babette gave them another way to look at life; not a replacement, but an enhancement. She shared all that she had with those who gave what little they had to her. I see the story of God in here. He sent his only son to man. Man could not possibly give anything that would equal that. So, for our small sacrifice, we are given an ultimate treasure and are transformed because of it. In this film the bickering townspeople have so consumed themselves with a small interpretation of God. Babette showed them that life and God can indeed be beautiful in it's fullest sense. The love that God's son showed to man is the love we should show to one another and our lives will be the richer for it. Even the film is a metaphor. It seems slow in the beginning, but the investment of time and attention to detail is rewarded in the end. It was truly a feast."
888,"Funny. Sad. Charming. These are all words that floated through my head while I was watching this beautiful, simple film.<br /><br />It is rare that a movie truly moves me, but ""Shall We Dance?"" accomplished that with grace to spare. Gentle humor mixed in with occasional subtle agony made this easily one of the best experiences of my movie-viewing history. It left me with a quiet sense of exultation, but with a small touch of sadness mixed in.<br /><br />And the dancing, oh yes, the dancing. Even if you are not a lover of the art, or can't put one foot in front of another, the steps displayed here will take your breath away, and make you want to sign up for classes as fast as you can. It was absolutely enchanting, even the parts that show Sugiyama's (touchingly portrayed by Koji Yakusho) stilted steps when he was first learning to dance were lovely in a humorous, child-like way. And yet, this film was not entirely about dancing, but more about the subtleties of human behavior and feelings. We witness a shy man learning to express his repressed feelings through dance, a beautiful dance instructor rediscovering her love for the art, and the personal growth of every member of the wonderful supporting cast.<br /><br />Beauty. Pain. Emotion. All the love and little agonies of life are here, expressed with the delicate feeling of a fine Japanese watercolor painting combined with the emotional strength and grace of the culture.<br /><br />"
