,0
776,"The French either make pro-Marxist films or anti-Marxist films - with a few in between. ""Merci pour le chocolat"" is the latter of this genre. From the opening credits telling the viewer what music is going to be played and by whom it was who composed you know that you are going to be swathed in middle class pretension. It is an old man's film with an excess of 40's plus people. It is also directed by an old man along with an old crew who have nothing to say about life to the viewer. The plot is not only banal but preposterous. How many films reveal the plot through dialogue only to repeat the same message via flashback some five minutes later? Maybe the director and actors had a low retentive capacity? In truth their is no tenable plot at all. It is riddle with holes like a good piece of French cheese.<br /><br />Whether intentional or not, it is a film about the bourgeoisie. At least a third of the film focuses on the piano and the pretentious twaddle espoused in each scene. I concede it has some well framed shots though they couldn't have used a steady-cam in this film - it would have woke them all up! Other than it being a nonsense story, the film allows the upper middle class to parade their values and vanity in a very comfortable Swiss location. A telling line of the film is when Rodolphe Pauly tells Anna Mouglalis that she need not lock her car while in the resort! Oh dear me.<br /><br />On the DVD, Miss Huppert makes a comment about shedding a false tear for a scene. Smirking she says: ""Like they do in the American Actor's Studio!"" I think Miss Huppert and the rest of the cast could learn well from the Actor's Studio.<br /><br />If there is one statement that stand out in my mind it is when Huppert remarks 'we are having friends for the weekend and all the servants are away'. No doubt they had all escaped from the mind numbing set lest they be associated with such an appalling film.<br /><br />Safety Medical Note. In the film they show a hot water scald being covered with ointment and a bandage. This should never be done. Only cold water should be used.<br /><br />Minus 10 marks."
777,"Skullduggery is a strange, strange film based on the novel ""Ye Shall Know Them"" by Vercors. To unleash criticism at the film feels really unkind, since it is a movie that deals with earnest themes like humanity, and pleas for upright moral standards and tolerance. But in spite of its honourable intentions and its well-meaning tone, Skullduggery simply isn't a very good film. For me, the main problem is the terribly disjointed narrative which can't make its mind up how best to convey its message. The first half of the movie is like watching a standard jungle expedition flick of the Tarzan ilk; later it teeters into sci-fi fable; by the end it slips into courtroom melodramatics. The differences in tone between each section of the movie are too great, too jarring, to overlook. They stick out like a sore thumb and remind you constantly that you're watching a muddled, disorganised movie.<br /><br />An archaeological expedition into the jungles of New Guinea is led by adventurer Douglas Temple (Burt Reynolds). One of the main archaeologists involved in the excursion is attractive lady scientist Dr Sybil Greame (Susan Clark). After an arduous trek they stumble upon a tribe of strange ape-like creatures. These primitive, long-lost people are covered in hair and have survived for centuries without being in any way touched or influenced by the developments of modern man. There is some evidence that they may the ancestors of early man  the ""missing link"" in the evolution of apes into humans. Or perhaps a race of humans who simply look and behave differently from usual? Or even a race of animals that have begun to develop human characteristics? The archaeologists call the tribe ""the Tropi"" and are initially thrilled by the implications of their discovery. But things take a devastating turn when nasty opportunist Vancruysen (Paul Hubschmid) declares his intention to exploit the tribe and their idyll on behalf of developers. He questions whether the Tropi are truly ""human"" and takes his argument to the courts, where he hopes to be granted legal backing so that his own greedy ambitions can be continued.<br /><br />This was a very early film in Reynolds' career, and he actually unbalances this movie by acting like he's in a comedy while the rest of the cast take it all very seriously. Not that Reynolds can be blamed  he has an impossible role, asked to play a charming adventurer who really belongs in a Tarzan flick. His character and the film are not relevant to each other. Clark fares much better as the earnest lady archaeologist, and there are nice supporting roles for British actors Edward Fox, Alexander Knox and Wilfrid Hyde-White. A major shortcoming in Skullduggery is the lame and ineffective make-up used to give the Tropi their strange hairy appearance. Rather than making the actors look like believable hominoids, the stuck-on hair merely makes them look unintentionally comical. and that's just not the right idea. We're meant to feel great sympathy for these creatures, but that's awfully hard when they look so unconvincing. Skullduggery is a failed attempt to tell a story that could have been poignant, philosophical and stimulating. The honourable intentions are there for all to see, but the end result doesn't do them justice. A worthy failure it might be but a failure nonetheless."
778,"Why is it that in the '50s and '60s, Italians made so of the best movies, and then during the '70s and '80s, made nothing but zombie and cannibal movies? Probably because art films didn't make any money. , The Cannibal Movie, unlike the Zombie Movie, which was created by Americans and `exploited' by Italians, is a purely Italian creation, designed as a mondo exploitation showcase, and to make as much money as possible (no artistic integrity getting in the way here). Eaten Alive came during the Cannibal Movie heyday. The director, Umberto Lenzi, hadn't even hit his stride yet; his genre classic, Cannibal Ferox, was still a year away.<br /><br />In plotting similar to (read: ripped off from) Ruggero Deodato's seminal cannibal classic, Cannibal Holocaust, a woman (Janet Agren) receives word from the police that they've received a 8mm film from her sister. She's gone missing in Africa, and it's suspected that the tribal ritual depicted on the film may have something to do with it. Mel Ferrer, as a Professor of Somethingoranother, tells her that a man named Jonas (Ivan Rassimov) has started a Jonestown-like cult in New Guinea, and that's where the sister is. The woman hires a guide (Robert Kerman) to take her through the jungle to find the cult and her sister. And, wouldn't you know it, the jungle is full of cannibals. <br /><br />One sentence should sum it up: if you've seen on Cannibal Movie, you've seen them all, mostly because these films steal shamelessly from each other (Lenzi copied Cannibal Holocaust to make this film, and retooled this to make Cannibal Ferox; Deodato copied parts of this for Hit and Run). And because they all share the same material, they all feature the same traits: awful photography, boring scenery, terrible dubbing, overacting, and exploitation, exploitation, exploitation. Genre fans will have a ball since everyone in it is a genre veteran. Rassimov and Kerman have a scenery eating contest. Agren exists solely to be naked, raped, or in peril. Plenty o' gore for all the sickos out there. The cannibals, who do actually appear to be native cannibals, eat lunch met disguised as human flesh. And, in the grand tradition of Cannibal Movies, any live animal shown onscreen is usually killed shortly thereafter. Overall, really not a good experience, but I'm sure there are psychopaths out there who find this excrement entertaining. I know I did."
779,"I just caught ""Wild Rebels"" on one of the ""Mystery Science Theatre 3000"" archive compilations, and this movie was so bad even the MST3K crew couldn't make it entertaining. There are some MST3K ""targets"" that were films whose concepts were so dippy they couldn't possibly have been good movies (like ""The Green Slime""), and others whose basic premises could have been made into genuinely entertaining films if their filmmakers hadn't bobbled them in the execution. ""Wild Rebels"" is a film whose basic premise DID make a good movie three years earlier, when Don Siegel directed his remake of ""The Killers"" at Universal. Both films are about a failed racing driver who's seduced by a femme fatale into driving the getaway car in a robbery masterminded by the woman's boyfriend -- only in ""The Killers"" the driver was John Cassavetes, the woman was Angie Dickinson and the criminal mastermind (cast wildly but successfully against type in what turned out to be his final film) was Ronald Reagan. Steve Alaimo, Bobbie Byers and Willie Pastrano are quite a comedown! But what REALLY makes ""Wild Rebels"" an awful movie is the direction by William Grefé (note the accent over the final ""e,"" present in his on-screen credit), which has absolutely no sense of pace whatsoever and seems to let every shot run at least half again as long as it needs to to make its dramatic point. It's only a pity that someone didn't do a mocking commentary on this movie now (in 2009); the comparison between Steve Alaimo's hairdo and Rod Blagojevich's would have been irresistible!"
780,"Thirty per cent of this movie appears to be the prototype for the Map Channel. You see a giant map for about ten minutes, then they unleash the stock footage big time while droning(droning, get it?)on about radar. Apparently there's a lot of radar stations in the far north, protecting North America's borders from attacks by deadly polar bears. The bears never show up, but a giant Mantis does. It was frozen in the ice for over a million years or so, until it was released by an earthquake somewhere else in the world(yeah, right. For my money, it was released by global warming). It is a huge prehistoric insect, and it needs lots of food. Since there aren't any cows in the frozen north, it decides to feast on the most bovine-like creatures it can find up there. I.E., human beings. It starts attacking radar stations, probably because the humming from the radar dishes was getting on its nerves.<br /><br />Enter Col. Joe Parkman, the resident smarmy guy of the film. He's investigating a plane that went down, and is puzzled why there are no bodies in the wreckage. The only thing he finds is one of the claws of the Mantis. Apparently it decided to trim its nails while it was snacking on the plane's crew. Parkman takes the claw tip back with him to be analyzed by a thousand year old scientist.<br /><br />Grandpa scientist can't make heads or tails of the claw, mostly because he's missed his naps so his mind isn't functioning too well. So he calls in a smug paleontologist played by the guy who was the P.I. in Perry Mason. He and his friend, a transvestite photographer, fly north because he's decided that the claw must have come from a Praying Mantis. Just one the size of a commuter train.<br /><br />It's Luke warm love at first sight when Col.Parkman first sets eyes on the she-male photographer. The men at the base, obviously having been deprived for many years, think she's the hottest thing to come along since Granny Clampett. Smug science guy and smarmy soldier guy start working together to track the path of the Mantis, which has devastated some stock footage of an Eskimo village. It comes to the base looking for an after dinner snack, and crushes some cheap sets quite effectively. Then it flies south and disappears.<br /><br />Now comes the tense hours when the civilian ground observer core are called on to sweep the skies looking for anything large flying overhead. I doubt that in reality they would have been told that they were looking for a giant flying mantis that eats human beings, since that would haver caused a panic. Probably they were told to look for a giant 727 that was painted green and hummed because its engine was out of tune.<br /><br />Col. Parkman goes up in a plane to try to shoot the Mantis down, and botches the mission. The Mantis lands in New York City, probably because it wanted to take in a show on Broadway or visit Sex World in Times Square. The army corners it in the Tunnel, and Parkman and his men don stupid suits that they borrowed from the Orkin Man to go in and try to blow the Mantis up. Success! Well, almost, since the Mantis is still twitching enough that it almost kills the mannish Eve Arden photographer lady. There's a tepid love scene at the end, and the paleontologist takes a picture of the dead mantis because Colonel Hair Grease and Ms. Gender Unspecified are busy smooching. So kind of a nauseating ending."
781,"The Dereks did seem to struggle to find rolls for Bo after ""10"".<br /><br />I used to work for a marine park in the Florida Keys. One day, the script for ""Ghosts Can't Do It"" was circulating among the trainers in the ""fish house"" where food was prepared for the dolphins. There was one scene where a -dolphin- supposedly propositions Bo (or Bo the dolphin), asking to ""go make eggs."" Reading the script, we -lauuughed-...<br /><br />We did not end up doing any portion of this movie at our facility, although our dolphins -were- in ""The Big Blue!""<br /><br />This must have been very close to the end of Anthony Quinn's life. I hope he had fun in this film, as it certainly didn't do anything for his legacy."
782,"I really hated this movie and it's the first movie written by Stephen King that I didn't finish. I was truly disappointed, it was the worst crap I've ever seen. What were you thinking making three hours out of it? It may have a quite good story, but actors? No. Suspense? No. Romance? No. Horror? No. It didn't have anything.<br /><br />It's got this strange, crazy science man with Einstein-hair, the classic thing. Not real at all. And a man keep getting younger all the time. It seems like they just used the name of Stephen King to make a crappy, too long movie with nothing exciting at all.<br /><br />I give this movie ""1 (awful)"". If they had like -5, I would probably take that instead. It was a total waste of time."
783,"This is indeed the film that popularized kung fu in the 1970s. However, if it ever had any kind of excitement or even halfway interesting plot, it doesn't seem to have aged very well.<br /><br />Long story short: extremely drawn out, slow-moving, confusing plot with run-of-the-mill choreography, typically annoying and exaggerated whiplash sounds with every punch and kick, and constant ""plot twists"" that never come to an end. By the time the film reaches its emotional climax, I had long had all the wind knocked out of me to actually care.<br /><br />Watch it for its historical value as a milestone of Chinese kung fu cinema -- just leave your expectations at the door, or you'll be bitterly disappointed.<br /><br />For hardcore fans only."
784,"What we have here is a downright brilliant piece of early 80's incompetence that will render even the biggest connoisseur of trash- cinema completely speechless! ""Wizards of the Lost Kingdom"" is a very cheap and cheesy fantasy/Sword-and-Sorcery adventure that doesn't have an actual plot but does eagerly & shamelessly borrows elements from other films. Writer Ed Naha and Hector Olivera (who?) watched enough similar type of movies to know that they needed a handful of essential characters, but probably figured that all the rest would follow automatically. In order to make a fantasy-adventure you need: one super- evil villain (preferably with a black cape), one young hero in training, one lone warrior, one amiable type of furry pet, one wise midget living in the woods (optional) and a whole colorful collection of hideous demons, enslaved dwarfs, and winged gargoyles to serve as filler. The story is phenomenal and so original, with Simon the young son of a wizard having to flee from his beloved kingdom after the evil magician Shurka takes over the power and killed the king. Simon wants to go back and save the people, but therefore he needs his powerful ring which he lost during his escape. Simon befriends lone warrior Kor (the usually cool dude Bo Svenson who clearly needed the pay check), who assists Simon during the long and devastating journey full of ordeals, dangerous encounters and magical showdowns. Admittedly it doesn't even sound too bad thus far, but that's merely just because I excluded all the deliciously inept little details. Simon has a best friend named Gulfax, for example. Gulfax is an albino version of Chewbacca and evokes incontrollable chuckles whenever he opens his poodle-snout to yelp something incomprehensible. The obstacles during journey back home are hilariously irrelevant to the ""plot"" and simply serve as padding footage to cover up the lack of actual content. Simon has nightmarish visions inside the tent of a suspicious forest nymph, Kor settles an old score with the pig-faced nemesis whose sister he refused to marry and there's the supposedly horrible 'suicide cave' where you can only sing your way out of. But the absolute most unequally brilliant sequence  not just of this film alone but in the history of cinema  involves the resurrection of four zombie warriors. Simon awakes the legendary courageous warriors, hoping they will assist them in their battle, but the rotting corpses only take a few steps, complain about how tired they are and return back to their graves. That's it! So much for the zombie sub plot! Best sequence ever! I could go on listing unintentionally hilarious little details for several more paragraphs, but you get the idea. ""Wizards of the Lost Kingdom"" is a tremendously messed-up ""so-bad-it's-good"" film. Word of advice: do not watch this joyful piece of junk alone. Invite friends, preferably the dope-headed types with a wicked sense of humor, and watch it in group. It will be a night to remember"
785,"First of all this is one of the worst soft-core straight to cable ""erotic thriller"" I've ever seen in my life. Of course, like all erotic thrillers are want to do, it's about a brothel madam and is set in a brothel. This, of course, makes the softcore simulated sex that pops up every other 10 minutes seem ""in context."" Whatever.<br /><br />Forget for one moment that this was never meant to win any awards. The actors are terrible and their line reading made me cringe. The woman who plays the female cop is so bad it's beyond description. She must be a really REALLY good friend of the guys who put up the movie for this terrible adventure, if you know what I mean.<br /><br />The production values are only slightly higher than porn. Other than that? I suppose if you're really drunk and you need something to laugh at, this would be a perfect film. And if that's the case, I recommend fast forwarding to all the scenes with the female cop. What's that accent, Brooklyn? Hilarious!"
786,"It's the worst movie I've ever seen. The action is so unclear, work of cameras is so poor, actors are so affected ... and this lamentable 5 minutes of Arnie on the screen. My advice from the bottom of my heart - don't watch it unless you like such a low class torture."
787,"Contains Major Spoilers, on the off chance you would actually care about the story line.<br /><br />OK, we have storms that destroy a city and a computer hacker who clobbers the power grid.<br /><br />Predictable schlock from the start, and if that weren't enough, the 5 second action bumps between the movie and the commercials kill what little suspense there might have been. For example: will they make it to the airport in time? Things look dim as we go to a commercialand the action shot before the ad shows them bouncing around inside the plane! Well, I guess they're gonna make it after allbut then again, they had to because they're good guys.<br /><br />The acting wasn't any too impressive (exception and welcome relief: Randy Quaid as Tornado Tommy) , the effects were kinda lame, the bad guys got it, and the good guys came through. The real disaster of this movie was the script, especially the ending. Not only did they wrap things up happily as quickly as a soap opera given 24 hours notice of a cancellation, but they glorified the hacker as well-intentioned. So he caused a bazillion deathshe meant well. And, of course, an uplifting final TV report about people coming together. Barf. It was everything I expected from the commercials, and I'm glad I wasted my time watching it. It will make great conversation at the lunch table tomorrow.<br /><br />Is CBS insulting us by making this? Surebut we watched it, didn't we? Did you count many ads there were for home backup generators during this pig?<br /><br />Here's hoping for the next Plan 9 from Outer Space (which gets better with each viewing). This isn't it.<br /><br />1 star."
788,"Another Indian legend you never heard of before is let loose. As the name implies, this is a vengeful wraith who likes to absorb the skeletons of people while they're still using them. As usual, ancient burial grounds (can you say, ""Poltergeist?"") have been disturbed by clichéd greedy land developers building stuff.<br /><br />The CGI, if it had been better, might have made the effect more treacherous looking, but they skimped on the budget, and it shows--to comical effect. The unleashed creature probably should have been kept off stage during its first several killings-that might have added some mystery or impending doom atmosphere-but the inept director decided to show us in the first five minutes what it looks like, and it wasn't impressive. The deaths are just poorly done, again with shoddy CGI. I guess ancient spirits always kill by using cheap special effects. As for the ""victims,"" they look they're going to laugh any moment while they do goofy screams. It's always obvious who's going to get it: a character with only a few lines shows up, strange noises are heard, CGI dots fly, exit character. Repeat (several times).<br /><br />Still, there's a few chase scenes featuring the monster that actually made this thing watchable. Unfortunately, the director seems to be using these as a device to fall back on (so it's used too often) when he can't think of anything else for his characters to do. Overall, it's pretty silly, but I've seen worse. This flick is cheap, but it's oddly fun to watch."
789,"If it weren't for the editing out of curse words and a superimposed blur when one character give another the finger, it would be easy to mistake this low-budget snoozer for a Sci-Fi channel pilot. The plot about the government's attempts to destroy a group of telekinetics it originally trained as military weapons ends ambiguously enough with the hero, himself gifted, in pursuit of a telekinetic survivor bent on revenge. Alas, the movie is talky, boring, predictable and even devoid of interesting special effects. Top-billed Louis Gossett, Jr. has a minor role as the evil government bureaucrat who originated the program and now wants to eliminate all traces. He walks through the part and it is hard to understand why he bothered. Other members of the cast do a decent job with a script that demands little."
790,"A stuttering plot, uninteresting characters and sub-par (to say the least) dialogue plagues this TV production that could hardly have been interesting even with a billion dollar production budget.<br /><br />The characters aren't believable, in their motives, actions or their professed occupations. The plot reads like a bad Dungeons and Dragons(TM) hack but with plasma rifles and force fields. There are severe continuity issues and the degree of pointless interaction between the characters has this author, at least, wincing. <br /><br />Avoid it like the plague. Watch any episode of Dark Angel and you will have better acting, dialogue and plot. Yuck."
791,"Yes, this movie is a real thief. It stole some shiny Oscars from Avatar just because politicians wanted another war-hero movie to boost the acceptance (support?) for the wars U.S. is still fighting today. I do not really want to go here into politics, but come on, this is more clear than the summer sky. Hurt locker does not really have anything outstanding, no real plot at all. I really feel myself in the 50's of Hungary when the party told the people what to like and what not to like. The same propaganda movies were produced that time, only with the exception that those were black and white. Even if we consider this title a reasonable piece of the ""U.S. wars are cool"" genre, you surely have much better movies to choose from."
792,"Whilst this is most definitely a well crafted piece of film-making, it's thoroughly without any entertainment value whatsoever.<br /><br />If you're depressed already, this film will send you over the edge.<br /><br />If you're feeling somewhat depressed, this film will be just one more thing in your life to feel bitter about. You'll feel that it's just your luck to have chosen to watch a movie that turns out to be a complete waste of time.<br /><br />Otherwise you might be able to make it through this film unscathed (I didn't, BTW), safe in the knowledge that your life is so much better than Jim's. Then again you might consider that you have been fooling yourself, and that are in fact in a much worse situation than you'd previously realized. You might feel a bit annoyed at Jim for bringing this to your attention. You may want to slap him around a bit with a wet fish. <br /><br />The sad truth is, much as I wanted to like this movie... I hated it. It took rather a long miserable road down the path of oblivion and then suddenly, for no reason whatsoever, looked back at itself and then stopped.<br /><br />Jim does not have an epiphany, at least not one that is conveyed on screen. Jim has a miserable life and a miserable set of options. He discovers nothing that one can relate to and fails to make any significant progress on his journey of self-discovery. <br /><br />Of course no-one alive could write a happy ending to this movie. As others have said it's no Hollywood tale, it's gritty and it's real. It's well made. Life is quite a struggle at times. If anyone were to know ""the answer"", they do well to shout it from the rooftops.<br /><br />Still, I feel cheated because this movie pretends to have something to say. You feel that it's going to say something, that if you just suffer through a little more of it, it'll have something to say. It'll make you stop and think. <br /><br />It doesn't.<br /><br />Again, I do submit that this is a well crafted film. And therefore may be of value to a film student with a penchant for e.g. lighting techniques of the use of colour palettes. <br /><br />For the rest of us, it's utterly miss-able."
793,"A found tape about 3? guys having fun torturing a woman in several inhuman ways.<br /><br />Yeah, spoiler.<br /><br />First of all, the acting made this short not scary at all, the woman seemed to have orgasms, not suffering. Some of the punishments were so ridiculous! what's shocking about throwing some meat or spin her in a chair? If you are shooting a nonsense tape, at least make it good. The only part to remark is the end: the hammered hand and the pierced eye, the rest of the film is really poor. To end the boredom, the supposed story about the tape being investigated, extra bullshit."
794,"The Biggest one that bugs the hell out of me is that they say Zues takes DUTCH commands. But she is speaking German to him. The 2 languishes are completely different, its like saying ""well he takes French commands"" and start talking Spanish.<br /><br />James Belushi gives more the feeling of being a comedy actor not a detective in the slightest. The role just doesn't fit him, even if its mend to be a comedy.<br /><br />To many stereotype/predicable stuff. Typical comment or comebacks.<br /><br />If you don't look at those things i think it could be a nice movie to watch if its ever on TV. But i wouldn't suggesting renting it."
795,"Where to start?? I think only three other films have led me to post a review on IMDb, and all of those were positive. As for this..?<br /><br />Mind-blowingly, hideously, tragically, embarrassingly, catastrophically, stupidly, irritatingly, completely and utterly beyond awful.<br /><br />I am STUNNED this got made, never mind given a theatrical release. I think I am literally in shock.<br /><br />I'm no ""snob"". I didn't expect beautiful film-making or intense character-depth, but this is truly beyond a joke. We simply MUST demand more from the films we see.<br /><br />Avoid. Like the Black Death."
796,"Nothing about this movie stands out as either being great or terrible.<br /><br />In the end, that is what kills it. The blandness is just not good. I can't say I expected better from Will Smith, but I definitely did from Kevin James of ""The King of Queens""-- but, hey, I'm getting used to saying that a lot lately. This film attempts to make its mark as a witty romantic comedy, but it never hits the bull's-eye. In fact, it never hits *anywhere* within the target. The allergy scene is disturbing; the fact that Kevin James can't dance is something that wouldn't exactly catch anybody off-guard, and is therefore (in a movie like this) not funny. This movie constantly tries to win your heart, but always with the wrong ploy at the wrong time. Some parts are okay (but I'm searching my brain for examples), but I really think this movie should be avoided."
797,"Quite unimpressive. The 'twists' are all pretty predictable, if you've seen any movies within the last ten years, and the few somewhat interesting parts (wherein someone utilizes context clues to make a decision) are few and lack much punch, since the 'secret' has already been shown before these clues are explained.<br /><br />(spoilers, sorta)<br /><br />The acting is decent enough. The story simply isn't very interesting. The whole 'still awake' premise becomes nullified by the astral projection stuff(not kidding). <br /><br />The surgery scene is initially tense, a bit discomforting, but then becomes utterly banal.<br /><br />Not horrible, but not memorable. Terrence Howard's least interesting role to date, so far as I've seen. <br /><br />Kind of boring, overall."
798,"Bad actors, terrible script, totally unbelievable ending - this film had it all. After seeing films like this, you wonder why the makers bothered at all. This film has absolutely nothing to say, all the methods used to create a scare have been used over and over again in previous horror films. A total waste of time."
799,"God, what an awful thing ! Oliver Stone probably wanted to experiment or something (see the terrible use of music and pictures here) but what for really ? The whole thing behind ""Natural born killers"" seems to be a ""clever"" look at how medias can turn into complete trash but unfortunately the movie turns into trash itself. Please Mr. Stone, next time you want to criticize the fascism of tv shows using violence to get high rates, avoid doing the same with your movie ! Michael Haneke said quite cleverly about this film that it was denouncing media fascism with fascist cinematographic ways. How true... Only he forgot to tell us about the massive headache you get after sitting through this overlong load of crap !"
800,"Stars: Hayden Pantierre.<br /><br />There have been so many movies that have this exact same plot, and this one is just a poor rehashing of it. Populer white girl moves to ethnic school, doesn't fit in, soon becomes accepted. Originality is nonexistent in this, and neither are the laughs. It uses so many old poorly executed jokes it's annoying. I don't know why they think it's a good idea to make made for video sequels to mediocre films, but it isn't. With that said, the positives in this are that all the people in it are fairly competent actors and actresses.<br /><br />My rating: * out of ****. PG-13 for Language and Sexual Humor."
801,"First, let's get it out of the way. . . yeah, this film steals a LOT from 'Darkness Falls' (2003). The plot for 'Darkness Falls' goes something like this: The Tooth Fairy, a murderous woman who hides her face due to disfigurement kills people who look at her out of revenge. In 'The Tooth Fairy' (2006), the disfigured Tooth Fairy (who, yeah, hides her face) unleashes her furious vengeance on just about anyone. A little too similar to be coincidence.<br /><br />But, what must be asked is this: If you're going to directly steal the exact plot from a movie, why choose something as mediocre as 'Darkness Falls'? Sure it made a few bucks at the box office, but that was strictly for the fairly okay theatrical experience the film delivered. A low-budget, straight-to-video movie will not have that same effect. And it didn't.<br /><br />As I watched the opening 15-20 minutes of the film, my expectations actually rose. There seemed to be at least SOME production value. The story didn't seem terrible, just blatantly ripped off. Past the first scene, we get an okay cast of characters including an ex-doctor with secrets (played by that guy who looks like a Busey) and some hot veterinary student (Jenifer from Argento's 'Masters of Horror: Jenifer'). After those few minutes, however, the film just slowly goes down the drain. It serves all the basic horrible clichés including, but not limited to: some crazy old person with an unheeded warning, the buff dumb jock, the psychic, and the stripper with the heart-of-gold.<br /><br />One of the biggest problems this film had was its inability to stick with a target audience. It's kind of like the filmmakers wanted to change the tone for whatever character was on screen at the time. When the adults were on screen, it had a more mature feel. When Star (the stripper) and whatshisface (the jock) were on screen, the dialogue went down to a more stupid, err immature, level. When the kid was on screen, it felt like an episode of 'Are You Afraid of the Dark?'. . . only less scary.<br /><br />Technically, the film is all over the place. The visuals range from fairly good to plain boring. The writing is subpar, as is the acting for the most part. On the plus side, there's some excessive gore at parts (including a fairly cool (yet painfully predictable)) woodchipper scene and a pretty vicious nailgun scene. Also, if you're looking for a bit of the sexy stuff, there's a brief topless scene (but if you want to see this chick topless, there are better films to do that). Other than that, there's not much to bother with when it comes to this film.<br /><br />If you're a huge fan of 'Darkness Falls' (do those exist?), maybe you can check it out to see the story done in a different way. . . but, that's about the only reason I can find to see this one.<br /><br />Final Verdict: 3/10 -AP3-"
802,"Wow, what a great cast! Julia Roberts, John Cusack, Christopher Walken, Catherine Zeta-Jones, Hank Azaria...what's that? A script, you say? Now you're just being greedy! Surely such a charismatic bunch of thespians will weave such fetching tapestries of cinematic wonder that a script will be unnecessary? You'd think so, but no. America's Sweethearts is one missed opportunity after another. It's like everyone involved woke up before each day's writing/shooting/editing and though ""You know what? I've been working pretty hard lately, and this is guaranteed to be a hit with all these big names, right? I'm just gonna cruise along and let somebody else carry the can."" So much potential, yet so painful to sit through. There isn't a single aspect of this thing that doesn't suck. Even Julia's fat suit is lame."
803,"This movie has one or two slightly interesting gags but they are NOT worth the wait. After an unexplained argument between two guys picking up litter in a drive-in movie theatre we cut to a family leaving! Hollywood and driving driving driving driving their camper van across the screen again and again as inane dialogue is voiced over. At least I think it's inane, the terrible song that accompanies this montage is mixed so loud it renders the dialogue at times almost inaudible. <br /><br />Finally the camper van arrives, at night, at a gas station where the family get out, have another inane conversation, before driving off. The camera then pans across to reveal the actor we have just seen drive away. He talks straight to camera and we realise he is the director of the movie we are watching which is about him, and how he came to make the movie.<br /><br />A nice idea which ALMOST (but not quite) makes the previous sequences worth the pain.<br /><br />As the movie unfolds he encounters the two characters we met picking litter at the start of the movie and they all form a motion picture company.<br /><br />All sorts of not very funny and clumsy comedy ensues as they put together a crew and attempt to raise the cash needed to start filming.<br /><br />This movie was obviously put together on a shoe string and a promise and there is a nice little idea in here struggling to get out but the execution is so inept that the idea gets lost. Comedy is more than things just falling over and everyone talking (or shouting) at once. So much of the dialogue here is shouted by several actors simultaneously - Robert Altman can do this sort of thing well because he has a script, rehearsals, decent sound techies, and editing facilities. Everyone shouting at the one mike which, by the sound of it, was hidden in a dustbin in the next room, does not make for clarity."
804,"What a terrible movie! It represents perfectly the state of degenerateness of French society, where the most elementary respect for wholesome values and traditions has completely disappeared. The plot is nonsensical, the movie is not funny at all and the characters are completely shallow and uninteresting. To say the least, the direction and the cinematography are very poor and uninspired. Catherine Deneuve is as bad an actress as she always was, even when she was directed by Bunuel in Belle De Jour. The rest of the usually good cast (Vincent Lindon, Line Renaud, Jean Yanne) seem completely lost in an ocean of vulgarity, platitudes and restlessness. I cannot help to draw a parallel with the wonderful James Ivory's ""Le Divorce"", with its thoughtful depiction of French and American mores, its superlative cinematography and stellar cast put to good use. Having watched ""Le Divorce"" you can feel a kind of empathy with the French, regardless of their foibles. ""Belle-Maman"" leaves you with only a nauseated contempt for its morally bankrupt and clueless protagonists."
805,"This film's kind of like Conan the Barabarian, but with more sex, rape and murder. There is a plot somewhere underneath all this debauchery but the filmmakers don't do a good job showing it, which is a shame because it 'could' be a decent story. Richard Hill gives a solid performance in the lead role, as does the villain - who sadly didn't appear in anything else of note. The fight scenes aren't too bad either - I love the way Deathstalker lets his sword 'drink' the blood of his victims - and there's plenty of nudity and sex to temper the general level of machismo throughout. <br /><br />All in all, not good - but not necessarily that bad either..."
806,"The film had it moments, but was disappointing in my eyes anyway. It was a reworking of Trespass (Walter Hill) and so The Treasure Of the Sierra Madre, with less tension, bite and human emotion. There was some nice acting but the story was limp and lacked any real depth. I watched the movie for Mr Reno and Mr Fishburn, neither were inspired and both had little to say or act out of their skin for. This movie has been done to death in the past and did not have to be made, eats up money which could be used on better movies. For an action movie it was sparse of action and as a thriller did not thrill. Better than watching snow fall, but not for me."
807,"Even MST3K couldn't make this painful, long, and ultimately mind-bending drek funny or entertaining. While most bad movies in and of themselves are hilariously bad, this one is one of those few videos that uses the word bad in its literal sense.<br /><br />The element that makes this so PAINFUL to watch is not the lack of story, but the fact that SOOOO much background is crammed into the first half-hour that it is utterly ridiculous and harder to follow than a highway while driving with no headlights.<br /><br />The hero of the film, Ator, is no more than eye-candy for this literal energy-sucker of a film. Dressed in a loin-cloth and sporting ""pecs like melons,"" as Joel put it, he belongs more in a fitness magazine than here.<br /><br />I would recommend this ONLY to die-hard, and I mean die-hard followers of cheese. If you have an enemy, recommend them this film. If you make it through this, I commend you. You should be able to make it through anything."
